id,timestamp,date,time,open,high,low,close,volume,spread
1,2025-01-28,2025-01-28,00:00:00,1.043648,1.04447,1.04136,1.04201,0,2
2,2025-01-29,2025-01-29,00:00:00,1.042013,1.04441,1.03933,1.040415,0,2
3,2025-01-30,2025-01-30,00:00:00,1.04043,1.04304,1.03821,1.040325,0,2
4,2025-01-31,2025-01-31,00:00:00,1.040355,1.04684,1.03651,1.03828,0,2
5,2025-02-01,2025-02-01,00:00:00,1.038282,1.04349,1.03494,1.03612,0,2
6,2025-02-03,2025-02-03,00:00:00,1.02493,1.02797,1.02096,1.02573,0,2
7,2025-02-04,2025-02-04,00:00:00,1.025753,1.03563,1.02423,1.032538,0,2
8,2025-02-05,2025-02-05,00:00:00,1.032528,1.0431,1.03234,1.04196,0,2
9,2025-02-06,2025-02-06,00:00:00,1.0419,1.04446,1.03522,1.036153,0,2
10,2025-02-07,2025-02-07,00:00:00,1.03618,1.04004,1.03532,1.03744,0,2
11,2025-02-08,2025-02-08,00:00:00,1.03744,1.0416,1.03044,1.03276,0,2
12,2025-02-10,2025-02-10,00:00:00,1.0296,1.0337,1.02865,1.03137,0,2
13,2025-02-11,2025-02-11,00:00:00,1.0314,1.03291,1.02918,1.03221,0,2
14,2025-02-12,2025-02-12,00:00:00,1.03221,1.03862,1.03163,1.037323,0,2
15,2025-02-13,2025-02-13,00:00:00,1.0373,1.04406,1.03167,1.03896,0,2
16,2025-02-14,2025-02-14,00:00:00,1.03899,1.04882,1.03725,1.0472,0,2
17,2025-02-15,2025-02-15,00:00:00,1.04718,1.05146,1.0471,1.04912,0,2
18,2025-02-17,2025-02-17,00:00:00,1.048635,1.05069,1.04682,1.04721,0,2
19,2025-02-18,2025-02-18,00:00:00,1.04724,1.04879,1.0452,1.04554,0,2
20,2025-02-19,2025-02-19,00:00:00,1.04554,1.047,1.04186,1.04283,0,2
21,2025-02-20,2025-02-20,00:00:00,1.04283,1.04468,1.04007,1.04358,0,2
22,2025-02-21,2025-02-21,00:00:00,1.04359,1.05062,1.04348,1.04622,0,2
23,2025-02-22,2025-02-22,00:00:00,1.04619,1.04933,1.0449,1.04609,0,2
24,2025-02-24,2025-02-24,00:00:00,1.04661,1.05287,1.046,1.0469,0,2
25,2025-02-25,2025-02-25,00:00:00,1.04691,1.05005,1.04525,1.049368,0,2
26,2025-02-26,2025-02-26,00:00:00,1.04939,1.05254,1.04746,1.04764,0,2
27,2025-02-27,2025-02-27,00:00:00,1.047667,1.05294,1.04589,1.047662,0,2
28,2025-02-28,2025-02-28,00:00:00,1.047653,1.04924,1.03802,1.040703,0,2
29,2025-03-01,2025-03-01,00:00:00,1.04072,1.04205,1.03596,1.03773,0,2
30,2025-03-03,2025-03-03,00:00:00,1.040505,1.04766,1.03881,1.04705,0,2
31,2025-03-04,2025-03-04,00:00:00,1.04706,1.05575,1.04592,1.05533,0,2
32,2025-03-05,2025-03-05,00:00:00,1.05533,1.07225,1.04961,1.06957,0,2
33,2025-03-06,2025-03-06,00:00:00,1.06959,1.08227,1.0685,1.08004,0,2
34,2025-03-07,2025-03-07,00:00:00,1.08003,1.08717,1.0765,1.085562,0,2
35,2025-03-08,2025-03-08,00:00:00,1.085468,1.08895,1.08253,1.08333,0,2
36,2025-03-10,2025-03-10,00:00:00,1.08551,1.08753,1.0805,1.084413,0,2
37,2025-03-11,2025-03-11,00:00:00,1.084437,1.09212,1.08173,1.09183,0,2
38,2025-03-12,2025-03-12,00:00:00,1.09181,1.09479,1.08758,1.08778,0,2
39,2025-03-13,2025-03-13,00:00:00,1.08784,1.09283,1.0826,1.083473,0,2
40,2025-03-14,2025-03-14,00:00:00,1.08348,1.09132,1.08221,1.08948,0,2
41,2025-03-15,2025-03-15,00:00:00,1.08948,1.08985,1.08653,1.0879,0,2
42,2025-03-17,2025-03-17,00:00:00,1.08799,1.09123,1.08684,1.09018,0,2
43,2025-03-18,2025-03-18,00:00:00,1.09021,1.0955,1.08922,1.0911,0,2
44,2025-03-19,2025-03-19,00:00:00,1.091163,1.09522,1.08728,1.09011,0,2
45,2025-03-20,2025-03-20,00:00:00,1.09012,1.09178,1.08307,1.08339,0,2
46,2025-03-21,2025-03-21,00:00:00,1.08339,1.08618,1.08145,1.08322,0,2
47,2025-03-22,2025-03-22,00:00:00,1.08321,1.08365,1.07961,1.08144,0,2
48,2025-03-24,2025-03-24,00:00:00,1.08204,1.08589,1.08168,1.08298,0,2
49,2025-03-25,2025-03-25,00:00:00,1.08299,1.08312,1.07767,1.08254,0,2
50,2025-03-26,2025-03-26,00:00:00,1.082523,1.08282,1.07777,1.07842,0,2
51,2025-03-27,2025-03-27,00:00:00,1.07845,1.08,1.07326,1.07871,0,2
52,2025-03-28,2025-03-28,00:00:00,1.078725,1.08216,1.07635,1.078855,0,2
53,2025-03-29,2025-03-29,00:00:00,1.07889,1.08451,1.07845,1.08268,0,2
54,2025-03-31,2025-03-31,00:00:00,1.08169,1.08497,1.08007,1.08035,0,2
55,2025-04-01,2025-04-01,00:00:00,1.080375,1.08304,1.07781,1.07872,0,2
56,2025-04-02,2025-04-02,00:00:00,1.07873,1.082251,1.07789,1.082134,0,2
57,2025-04-03,2025-04-03,00:00:00,1.082017,1.11383,1.081081,1.10852,0,2
58,2025-04-04,2025-04-04,00:00:00,1.10803,1.11359,1.097454,1.10169,0,2
59,2025-04-05,2025-04-05,00:00:00,1.10241,1.10473,1.092896,1.096251,0,2
60,2025-04-07,2025-04-07,00:00:00,1.098539,1.10485,1.092538,1.094212,0,2
