id,timestamp,date,time,open,high,low,close,volume,spread
1,2025-02-26,2025-02-26,00:00:00,2912.15991,2930.25,2905.90991,2913.96997,0,2
2,2025-02-27,2025-02-27,00:00:00,2914.1001,2920.8501,2877.060059,2885.21997,0,2
3,2025-02-28,2025-02-28,00:00:00,2885.17993,2892.44995,2851.13989,2856.5,0,2
4,2025-03-01,2025-03-01,00:00:00,2856.65991,2862.22998,2832.77002,2857.44995,0,2
5,2025-03-03,2025-03-03,00:00:00,2873.30005,2877.75,2859.02002,2875.72998,0,2
6,2025-03-04,2025-03-04,00:00:00,2875.72998,2925.44995,2868.97998,2924.8501,0,2
7,2025-03-05,2025-03-05,00:00:00,2924.94995,2927.84009,2900.54004,2916.20996,0,2
8,2025-03-06,2025-03-06,00:00:00,2916.13989,2929.8501,2891.43994,2903.29004,0,2
9,2025-03-07,2025-03-07,00:00:00,2903.25,2923.060059,2896.83008,2918.86011,0,2
10,2025-03-08,2025-03-08,00:00:00,2918.73999,2930.42993,2902.29004,2909.43994,0,2
11,2025-03-10,2025-03-10,00:00:00,2912.41992,2918.28003,2895.62988,2906.72998,0,2
12,2025-03-11,2025-03-11,00:00:00,2906.90991,2916.02002,2880.3999,2913.080078,0,2
13,2025-03-12,2025-03-12,00:00:00,2913.20996,2925.37988,2906.97998,2917.46997,0,2
14,2025-03-13,2025-03-13,00:00:00,2917.22998,2949.22998,2906.22998,2942.54004,0,2
15,2025-03-14,2025-03-14,00:00:00,2942.41992,3004.94995,2939.11011,2993.83008,0,2
16,2025-03-15,2025-03-15,00:00:00,2993.91992,2996.15991,2978.59009,2985.040039,0,2
17,2025-03-17,2025-03-17,00:00:00,2987.8501,3001.22998,2982.33008,2987.16992,0,2
18,2025-03-18,2025-03-18,00:00:00,2987.23999,3035.83008,2986.19995,3034.29004,0,2
19,2025-03-19,2025-03-19,00:00:00,3034.38989,3045.38989,3022.95996,3037.21997,0,2
20,2025-03-20,2025-03-20,00:00:00,3037.37012,3057.36011,3025.76001,3040.94995,0,2
21,2025-03-21,2025-03-21,00:00:00,3040.76001,3047.51001,3021.81006,3034.19995,0,2
22,2025-03-22,2025-03-22,00:00:00,3034.060059,3036.8501,2999.47998,3023.8501,0,2
23,2025-03-24,2025-03-24,00:00:00,3023.30005,3033.38989,3013.81006,3024.22998,0,2
24,2025-03-25,2025-03-25,00:00:00,3024.23999,3028.32007,3002.62012,3021.83008,0,2
25,2025-03-26,2025-03-26,00:00:00,3021.8501,3036.050049,3013.34009,3027.12988,0,2
26,2025-03-27,2025-03-27,00:00:00,3026.88989,3056.0,3012.44995,3050.18994,0,2
27,2025-03-28,2025-03-28,00:00:00,3050.12012,3086.080078,3033.69995,3077.48999,0,2
28,2025-03-29,2025-03-29,00:00:00,3077.62012,3086.80005,3067.55005,3085.28003,0,2
29,2025-03-31,2025-03-31,00:00:00,3093.0,3127.87988,3076.82007,3124.62988,0,2
30,2025-04-01,2025-04-01,00:00:00,3123.92993,3149.030029,3100.02002,3133.62988,0,2
31,2025-04-02,2025-04-02,00:00:00,3133.55005,3137.21997,3100.90991,3122.5,0,2
32,2025-04-03,2025-04-03,00:00:00,3121.8501,3167.70996,3062.37988,3076.43994,0,2
33,2025-04-04,2025-04-04,00:00:00,3076.37012,3136.28003,3054.31006,3071.37988,0,2
34,2025-04-05,2025-04-05,00:00:00,3071.090088,3087.44995,3016.16992,3038.17993,0,2
35,2025-04-07,2025-04-07,00:00:00,3029.8999,3055.63989,2972.3999,3015.53003,0,2
36,2025-04-08,2025-04-08,00:00:00,3014.98999,3037.93994,2956.90991,3010.3999,0,2
37,2025-04-09,2025-04-09,00:00:00,3010.19995,3077.96997,2970.13989,3075.3501,0,2
38,2025-04-10,2025-04-10,00:00:00,3075.58008,3136.48999,3048.83008,3116.95996,0,2
39,2025-04-11,2025-04-11,00:00:00,3117.070068,3244.22998,3117.01001,3224.25,0,2
40,2025-04-12,2025-04-12,00:00:00,3224.15991,3245.36011,3219.86011,3238.18994,0,2
41,2025-04-14,2025-04-14,00:00:00,3222.11011,3245.76001,3213.87988,3222.050049,0,2
42,2025-04-17,2025-04-17,00:00:00,3344.05,3345.29,3312.0,3314.8,0,2
43,2025-04-18,2025-04-18,00:00:00,3314.9,3328.5,3283.94,3326.27,0,2
44,2025-04-19,2025-04-19,00:00:00,3326.27,3326.27,3326.27,3326.27,0,2
45,2025-04-21,2025-04-21,00:00:00,3327.93,3426.41,3327.93,3420.31,0,2
46,2025-04-22,2025-04-22,00:00:00,3420.31,3499.87,3406.0,3418.46,0,2
47,2025-04-23,2025-04-23,00:00:00,3418.27,3441.9,3289.6,3290.6,0,2
48,2025-04-24,2025-04-24,00:00:00,3291.5,3388.5,3281.5,3326.3,0,2
49,2025-04-25,2025-04-25,00:00:00,3326.5,3376.8,3270.6,3286.2,0,2
50,2025-04-26,2025-04-26,00:00:00,3285.3,3319.6,3274.0,3314.0,0,2
51,2025-04-28,2025-04-28,00:00:00,3315.1,3330.4,3274.3,3293.16,0,2
52,2025-04-29,2025-04-29,00:00:00,3297.1,3352.91,3294.89,3309.5,0,2
53,2025-04-30,2025-04-30,00:00:00,3309.4,3329.4,3267.16,3309.06,0,2
54,2025-05-01,2025-05-01,00:00:00,3308.62,3314.51,3201.9,3224.27,0,2
55,2025-05-02,2025-05-02,00:00:00,3223.16,3269.02,3205.0,3250.11,0,2
56,2025-05-03,2025-05-03,00:00:00,3250.02,3264.4,3223.0,3257.0,0,2
57,2025-05-05,2025-05-05,00:00:00,3255.7,3326.6,3236.68,3315.19,0,2
58,2025-05-06,2025-05-06,00:00:00,3312.46,3397.54,3305.35,3391.66,0,2
59,2025-05-07,2025-05-07,00:00:00,3391.87,3440.4,3360.23,3394.69,0,2
60,2025-05-08,2025-05-08,00:00:00,3393.74,3414.52,3320.28,3355.94,0,2
61,2025-05-09,2025-05-09,00:00:00,3356.0,3362.85,3275.0,3330.65,0,2
62,2025-05-10,2025-05-10,00:00:00,3330.68,3347.26,3320.24,3322.0,0,2
63,2025-05-12,2025-05-12,00:00:00,3290.0,3305.79,3207.7,3240.63,0,2
64,2025-05-13,2025-05-13,00:00:00,3240.0,3265.33,3215.92,3227.47,0,2
65,2025-05-14,2025-05-14,00:00:00,3227.5,3257.7,3175.09,3191.38,0,2
66,2025-05-15,2025-05-15,00:00:00,3191.24,3199.57,3120.92,3192.3,0,2
67,2025-05-16,2025-05-16,00:00:00,3192.13,3252.5,3154.27,3180.31,0,2
68,2025-05-17,2025-05-17,00:00:00,3180.45,3211.5,3166.07,3207.2,0,2
69,2025-05-19,2025-05-19,00:00:00,3209.2,3249.65,3206.0,3229.83,0,2
70,2025-05-20,2025-05-20,00:00:00,3229.98,3261.3,3204.53,3261.1,0,2
71,2025-05-21,2025-05-21,00:00:00,3262.41,3320.49,3260.56,3303.45,0,2
72,2025-05-22,2025-05-22,00:00:00,3303.83,3345.31,3283.0,3287.46,0,2
73,2025-05-23,2025-05-23,00:00:00,3287.33,3359.6,3279.27,3337.1,0,2
74,2025-05-24,2025-05-24,00:00:00,3336.5,3366.0,3335.1,3355.7,0,2
75,2025-05-26,2025-05-26,00:00:00,3360.6,3364.5,3324.0,3338.3,0,2
76,2025-05-27,2025-05-27,00:00:00,3338.41,3353.6,3288.25,3298.6,0,2
77,2025-05-28,2025-05-28,00:00:00,3298.6,3325.27,3291.0,3308.9,0,2
78,2025-05-29,2025-05-29,00:00:00,3305.2,3322.4,3249.59,3313.7,0,2
79,2025-05-30,2025-05-30,00:00:00,3314.3,3328.34,3286.6,3287.2,0,2
80,2025-05-31,2025-05-31,00:00:00,3287.2,3301.1,3277.61,3291.8,0,2
81,2025-06-02,2025-06-02,00:00:00,3297.1,3376.2,3295.29,3371.8,0,2
82,2025-06-03,2025-06-03,00:00:00,3373.6,3392.07,3341.0,3345.3,0,2
83,2025-06-04,2025-06-04,00:00:00,3345.26,3373.2,3333.38,3352.47,0,2
84,2025-06-05,2025-06-05,00:00:00,3353.25,3403.33,3351.02,3378.0,0,2
85,2025-06-06,2025-06-06,00:00:00,3377.52,3383.05,3339.5,3342.86,0,2
86,2025-06-07,2025-06-07,00:00:00,3342.23,3344.62,3307.1,3317.9,0,2
87,2025-06-09,2025-06-09,00:00:00,3316.0,3332.4,3293.58,3319.31006,0,2
88,2025-06-10,2025-06-10,00:00:00,3319.62988,3348.99,3302.09,3343.68994,0,2
89,2025-06-11,2025-06-11,00:00:00,3343.69995,3360.6,3315.45,3329.68,0,2
90,2025-06-12,2025-06-12,00:00:00,3329.17,3398.78,3319.87012,3392.03,0,2
91,2025-06-13,2025-06-13,00:00:00,3391.88,3446.58,3377.82,3436.87,0,2
92,2025-06-14,2025-06-14,00:00:00,3437.11011,3447.7,3419.22,3438.1,0,2
93,2025-06-16,2025-06-16,00:00:00,3453.7,3458.1,3383.78,3387.56006,0,2
94,2025-06-17,2025-06-17,00:00:00,3388.12988,3405.42,3373.94,3390.46,0,2
95,2025-06-18,2025-06-18,00:00:00,3390.46,3399.98,3366.09,3392.3999,0,2
96,2025-06-19,2025-06-19,00:00:00,3392.11,3395.5,3347.72998,3369.56006,0,2
97,2025-06-20,2025-06-20,00:00:00,3369.55005,3383.1,3340.32,3370.17,0,2
98,2025-06-21,2025-06-21,00:00:00,3370.58008,3381.9,3364.68994,3380.3,0,2
99,2025-06-23,2025-06-23,00:00:00,3409.5,3434.2,3347.02,3388.9,0,2
100,2025-06-24,2025-06-24,00:00:00,3380.96997,3396.7,3300.2,3305.8,0,2
101,2025-06-25,2025-06-25,00:00:00,3306.0,3337.3,3299.91992,3315.5,0,2
102,2025-06-26,2025-06-26,00:00:00,3315.6,3350.25,3310.0,3319.98999,0,2
103,2025-06-27,2025-06-27,00:00:00,3319.97998,3337.3,3255.97998,3274.3999,0,2
104,2025-06-28,2025-06-28,00:00:00,3274.46997,3284.3,3265.040039,3284.3,0,2
105,2025-06-30,2025-06-30,00:00:00,3273.8,3296.88989,3248.98,3284.80005,0,2
106,2025-07-01,2025-07-01,00:00:00,3285.32007,3357.96997,3279.31006,3351.3999,0,2
107,2025-07-02,2025-07-02,00:00:00,3351.75,3354.5,3325.7,3337.58008,0,2
108,2025-07-03,2025-07-03,00:00:00,3335.1,3365.61,3311.66,3331.81,0,2
109,2025-07-04,2025-07-04,00:00:00,3331.6,3344.98,3322.7,3333.85,0,2
